Unix Timestamp,Position,Value [kg]
1736439733.3865626,Right,30.24966
1736439733.4912088,Left,31.56529
1736439733.4944525,Right,30.62863
1736439733.5964153,Left,30.62759
1736439733.5999243,Right,30.49918
1736439733.7011676,Left,30.0994
1736439733.7011676,Right,30.81893
1736439733.805833,Left,30.79417
1736439733.805833,Right,31.85961
1736439733.9108615,Left,31.77809
1736439733.9145539,Right,34.02594
1736439734.0162582,Left,31.73317
1736439734.01927,Right,33.74995
1736439734.121156,Left,30.36916
1736439734.121156,Right,31.09984
1736439734.2251515,Left,31.48874
1736439734.2251515,Right,30.84946
1736439734.3297553,Left,35.96628
1736439734.3326209,Right,30.79758
1736439734.4351857,Left,35.1559
1736439734.4351857,Right,29.12919
1736439734.5390406,Left,35.1755
1736439734.5390406,Right,25.34989
1736439734.6434155,Left,35.99069
1736439734.6459372,Right,24.68267
1736439734.7481802,Left,36.3219
1736439734.7481802,Right,23.78113
1736439734.8528779,Left,36.21508
1736439734.8528779,Right,22.84691
1736439734.9585361,Left,35.94388
1736439734.9600255,Right,21.40472
1736439735.0621781,Left,36.96784
1736439735.0651886,Right,21.34982
1736439735.1662557,Left,38.24652
1736439735.1662557,Right,22.28097
1736439735.270411,Left,38.38074
1736439735.2729223,Right,22.36843
1736439735.3765905,Left,37.60064
1736439735.379101,Right,21.50495
1736439735.4811552,Left,37.54244
1736439735.4811552,Right,20.21867
1736439735.5853794,Left,38.29254
1736439735.5853794,Right,19.33148
1736439735.6902232,Left,38.2667
1736439735.6931603,Right,18.33469
1736439735.795272,Left,37.63344
1736439735.795272,Right,18.60642
1736439735.8995366,Left,36.68474
1736439735.8995366,Right,21.6904
1736439736.0039678,Left,35.08365
1736439736.0039678,Right,24.69315
1736439736.1090326,Left,32.9377
1736439736.1114001,Right,26.83105
1736439736.2136447,Left,30.6824
1736439736.2136447,Right,29.26361
1736439736.3177953,Left,28.51484
1736439736.3177953,Right,31.89329
1736439736.4224107,Left,26.48099
1736439736.4249196,Right,33.77334
1736439736.5275419,Left,25.22627
1736439736.5275419,Right,34.74419
1736439736.6426723,Left,26.34247
1736439736.6426723,Right,34.10029
1736439736.7466903,Left,26.78466
1736439736.7487185,Right,33.0927
1736439736.851532,Left,26.47032
1736439736.851532,Right,32.85188
1736439736.956432,Left,26.43985
1736439736.956432,Right,33.05817
1736439736.956432,Left,26.23148
1736439736.9639664,Right,33.79312
1736439737.0664458,Left,25.70368
1736439737.0664458,Right,33.6319
1736439737.1704175,Left,26.04804
1736439737.1704175,Right,33.4167
1736439737.2756317,Left,26.74626
1736439737.2756317,Right,33.06328
1736439737.3799202,Left,26.75387
1736439737.3837156,Right,32.96371
1736439737.4858212,Left,27.02513
1736439737.4893305,Right,32.5375
1736439737.5907974,Left,27.80504
1736439737.5907974,Right,31.63459
1736439737.6960192,Left,28.59517
1736439737.6960192,Right,30.90423
1736439737.8004994,Left,29.17654
1736439737.8030097,Right,30.51372
1736439737.9051256,Left,29.31584
1736439737.9051256,Right,30.29532
1736439738.009904,Left,29.14516
1736439738.009904,Right,30.40531
1736439738.1156652,Left,28.61633
1736439738.1156652,Right,30.8982
1736439738.2193015,Left,28.62062
1736439738.2228105,Right,30.19116
1736439738.3245761,Left,29.31689
1736439738.3245761,Right,29.53646
1736439738.4306145,Left,30.69633
1736439738.433697,Right,28.39961
1736439738.5357845,Left,31.64419
1736439738.5357845,Right,27.6002
1736439738.641002,Left,30.13644
1736439738.6435726,Right,27.9582
1736439738.7462065,Left,27.4683
1736439738.7462065,Right,28.80904
1736439738.8513725,Left,27.4351
1736439738.8513725,Right,28.7168
1736439738.9571192,Left,28.53841
