Unix Timestamp,Position,Value [kg]
1736440367.7139494,Left,31.35972
1736440367.7139494,Right,28.38041
1736440367.816361,Left,30.62297
1736440367.816361,Right,28.27966
1736440367.9188924,Left,30.91928
1736440367.9198964,Right,28.24959
1736440368.0217614,Left,32.72041
1736440368.0217614,Right,27.68241
1736440368.124481,Left,33.4321
1736440368.124481,Right,26.60026
1736440368.22689,Left,33.51705
1736440368.22689,Right,25.98893
1736440368.3288362,Left,33.75472
1736440368.3288362,Right,26.3092
1736440368.4313152,Left,32.49609
1736440368.4313152,Right,27.15762
1736440368.5340705,Left,31.97995
1736440368.5340705,Right,27.57904
1736440368.6368215,Left,32.12453
1736440368.6378257,Right,27.44055
1736440368.739859,Left,32.71429
1736440368.739859,Right,27.16279
1736440368.8421092,Left,33.34969
1736440368.8421092,Right,26.58343
1736440368.944367,Left,33.89793
1736440368.944367,Right,25.81278
1736440369.047391,Left,33.80803
1736440369.047391,Right,24.89761
1736440369.149718,Left,31.15591
1736440369.151224,Right,24.24612
1736440369.252116,Left,26.50768
1736440369.252116,Right,26.49466
1736440369.355148,Left,23.31786
1736440369.355148,Right,29.25097
1736440369.4575772,Left,21.65005
1736440369.4575772,Right,31.24579
1736440369.5600905,Left,22.5028
1736440369.5600905,Right,33.30128
1736440369.6643324,Left,25.25999
1736440369.6643324,Right,34.5153
1736440369.766257,Left,28.34768
1736440369.766257,Right,34.48647
1736440369.86843,Left,30.56217
1736440369.86843,Right,33.75165
1736440369.9711177,Left,29.95248
1736440369.9711177,Right,31.77439
1736440370.0752177,Left,28.03756
1736440370.0752177,Right,30.52342
1736440370.178176,Left,28.97168
1736440370.178176,Right,32.05843
1736440370.280986,Left,31.06262
1736440370.2829907,Right,35.56397
1736440370.3846674,Left,34.32847
1736440370.3846674,Right,38.38028
1736440370.48702,Left,38.29104
1736440370.48702,Right,39.6017
1736440370.5890949,Left,35.23239
1736440370.5890949,Right,37.87461
1736440370.6921754,Left,32.65714
1736440370.6921754,Right,35.72807
1736440370.7947748,Left,30.27588
1736440370.7947748,Right,34.42725
