Unix Timestamp,Position,Value [kg]
1736440819.4393868,Left,66.62329
1736440819.4393868,Right,40.94504
1736440819.5425513,Left,66.5263
1736440819.5425513,Right,40.87887
1736440819.6457136,Left,64.02871
1736440819.6457136,Right,41.04828
1736440819.7482808,Left,61.52122
1736440819.7482808,Right,41.5113
1736440819.850601,Left,62.78408
1736440819.850601,Right,42.32689
1736440819.9524758,Left,64.4476
1736440819.9524758,Right,42.01428
1736440820.0555515,Left,68.65825
1736440820.0555515,Right,41.01945
1736440820.157857,Left,72.52903
1736440820.157857,Right,39.32591
1736440820.2766807,Left,73.28154
1736440820.2766807,Right,37.45175
1736440820.3793926,Left,71.87756
1736440820.3793926,Right,36.15375
1736440820.4818673,Left,70.07564
1736440820.4818673,Right,35.7734
1736440820.584339,Left,67.8689
1736440820.5853574,Right,36.77629
1736440820.6869094,Left,63.55357
1736440820.6869094,Right,45.70534
1736440820.790004,Left,59.81734
1736440820.7910244,Right,50.12656
1736440820.891769,Left,57.75954
1736440820.891769,Right,52.13305
1736440820.9941654,Left,56.51289
1736440820.9941654,Right,53.29171
1736440821.0973701,Left,55.95046
1736440821.0973701,Right,53.30632
1736440821.1997654,Left,56.02623
1736440821.1997654,Right,52.69551
1736440821.3023453,Left,57.09973
1736440821.3023453,Right,52.16744
1736440821.404783,Left,59.0923
1736440821.404783,Right,51.38827
1736440821.5071528,Left,60.33147
1736440821.508928,Right,49.15322
1736440821.6095068,Left,60.66306
1736440821.6095068,Right,46.50619
1736440821.7124577,Left,60.66769
1736440821.7134755,Right,43.31137
1736440821.8146875,Left,58.74671
1736440821.8146875,Right,42.17301
1736440821.9173796,Left,55.8659
1736440821.9188182,Right,44.12329
1736440822.0199192,Left,56.88432
1736440822.0199192,Right,47.64822
1736440822.121954,Left,56.09829
1736440822.121954,Right,50.86466
1736440822.2247221,Left,56.51705
1736440822.2247221,Right,52.68497
1736440822.3266704,Left,57.15642
1736440822.3288531,Right,51.83799
1736440822.4295945,Left,59.10213
1736440822.4295945,Right,50.12021
1736440822.5332642,Left,59.51145
1736440822.5332642,Right,49.94622
1736440822.635205,Left,57.04095
1736440822.635205,Right,52.19371
1736440822.7379935,Left,56.27933
1736440822.7379935,Right,55.27442
1736440822.840462,Left,58.23923
