Unix Timestamp,Position,Value [kg]
1736440698.7456646,Right,33.35309
1736440698.848041,Left,37.71976
1736440698.848041,Right,36.28326
1736440698.9512024,Left,36.78733
1736440698.9512024,Right,38.14274
1736440699.0546944,Left,35.78082
1736440699.0546944,Right,38.95735
1736440699.1572852,Left,35.79091
1736440699.1572852,Right,39.29341
1736440699.2599905,Left,36.05136
1736440699.2615104,Right,38.50645
1736440699.3627155,Left,37.17758
1736440699.3627155,Right,37.19476
1736440699.465667,Left,38.41641
1736440699.465667,Right,36.54268
1736440699.5682068,Left,38.92722
1736440699.5682068,Right,35.96515
1736440699.670896,Left,38.94311
1736440699.670896,Right,35.97976
1736440699.7732372,Left,38.52623
1736440699.7732372,Right,36.6283
1736440699.8757677,Left,38.34637
1736440699.8757677,Right,36.75106
1736440699.9798412,Left,38.39389
1736440699.9798412,Right,36.43184
1736440700.0818675,Left,38.7708
1736440700.0818675,Right,36.23622
1736440700.1845806,Left,38.58267
1736440700.1845806,Right,35.64847
1736440700.287135,Left,37.4614
1736440700.287135,Right,34.52571
1736440700.3890352,Left,36.31552
1736440700.3890352,Right,34.02135
1736440700.4945006,Left,35.80849
1736440700.4945006,Right,33.61382
1736440700.6026342,Left,35.26995
1736440700.6026342,Right,33.43223
1736440700.7055457,Left,34.48242
1736440700.7070649,Right,34.24291
1736440700.8090582,Left,34.34657
1736440700.8090582,Right,36.87835
1736440700.9118056,Left,33.51107
1736440700.9118056,Right,37.94726
1736440701.01473,Left,33.11314
1736440701.01473,Right,39.07638
1736440701.1170995,Left,34.65734
1736440701.1170995,Right,40.25666
1736440701.219877,Left,37.59042
1736440701.2217064,Right,40.8471
1736440701.3226457,Left,39.58352
1736440701.3226457,Right,39.98519
1736440701.4250987,Left,41.00638
1736440701.4266202,Right,38.4319
1736440701.5279133,Left,41.52519
1736440701.5279133,Right,38.90829
1736440701.6305711,Left,42.43315
1736440701.6320913,Right,40.7675
1736440701.7329092,Left,45.37788
1736440701.7329092,Right,41.59404
1736440701.8378284,Left,46.61157
1736440701.8378284,Right,40.80118
1736440701.9401932,Left,45.75778
1736440701.9422421,Right,40.44441
1736440702.0432265,Left,43.43185
1736440702.0432265,Right,40.46492
1736440702.146359,Left,40.765
1736440702.146359,Right,39.31864
1736440702.2498662,Left,39.44564
1736440702.2508845,Right,38.05522
1736440702.3529503,Left,38.09869
1736440702.3529503,Right,36.71706
1736440702.4554012,Left,37.00397
1736440702.4554012,Right,35.78532
1736440702.5578542,Left,37.70225
1736440702.5578542,Right,35.02987
1736440702.6610262,Left,37.63208
1736440702.6610262,Right,34.45549
1736440702.7634583,Left,36.79755
1736440702.7634583,Right,32.5244
1736440702.8663192,Left,37.08847
1736440702.8663192,Right,31.3172
1736440702.9687238,Left,38.50788
1736440702.969742,Right,30.56541
1736440703.0713007,Left,39.60207
1736440703.0713007,Right,30.85123
1736440703.1736557,Left,39.43549
1736440703.1736557,Right,32.07684
1736440703.2771382,Left,38.9793
1736440703.2790287,Right,34.05149
1736440703.379887,Left,38.95066
1736440703.379887,Right,35.84835
1736440703.482464,Left,38.21559
1736440703.483985,Right,36.71968
1736440703.5858493,Left,37.2971
1736440703.5868752,Right,37.1831
1736440703.6878192,Left,36.93523
1736440703.6878192,Right,37.92093
1736440703.7905502,Left,36.74593
1736440703.7905502,Right,38.18454
1736440703.8935802,Left,37.18487
1736440703.8935802,Right,37.56534
1736440703.9958203,Left,37.70974
1736440703.9958203,Right,37.62253
1736440704.0989141,Left,36.02682
1736440704.0989141,Right,37.58283
1736440704.2018483,Left,33.98874
1736440704.2018483,Right,36.9529
1736440704.3048878,Left,33.2887
1736440704.3048878,Right,36.25778
1736440704.4072447,Left,32.17081
1736440704.4082642,Right,36.23
1736440704.510549,Left,30.81532
1736440704.510549,Right,35.57714
1736440704.61323,Left,33.51823
1736440704.61323,Right,35.4718
1736440704.715314,Left,36.71573
1736440704.715314,Right,37.46335
1736440704.818658,Left,36.02565
1736440704.818658,Right,38.24762
1736440704.921245,Left,36.35321
1736440704.9233725,Right,39.34025
1736440705.0244942,Left,38.33817
1736440705.0244942,Right,40.73449
1736440705.127859,Left,40.45254
1736440705.1291747,Right,43.53108
1736440705.2305446,Left,43.01081
1736440705.2305446,Right,41.12427
1736440705.3345559,Left,44.57492
1736440705.3345559,Right,39.01867
1736440705.3345559,Left,43.0302
1736440705.342741,Right,37.72473
1736440705.4441564,Left,41.7678
1736440705.4441564,Right,36.85942
1736440705.5461345,Left,41.71397
1736440705.5461345,Right,37.59201
1736440705.6488047,Left,41.35034
1736440705.6488047,Right,37.54478
1736440705.7516816,Left,38.89578
1736440705.7516816,Right,36.64527
1736440705.8542976,Left,37.46153
1736440705.8542976,Right,38.24343
1736440705.9566455,Left,38.0886
1736440705.9566455,Right,41.61919
1736440706.059085,Left,37.64445
1736440706.059085,Right,43.02057
1736440706.161504,Left,36.54342
1736440706.161504,Right,42.12139
1736440706.2662292,Left,35.48093
1736440706.2662292,Right,40.63177
1736440706.3678098,Left,34.71202
1736440706.3678098,Right,40.8809
1736440706.4708273,Left,34.05468
1736440706.4708273,Right,40.6564
1736440706.573668,Left,33.49785
1736440706.575346,Right,40.35277
1736440706.6759245,Right,40.23878
1736440706.7795758,Left,33.81057
1736440706.7795758,Right,39.51287
1736440706.8818285,Left,34.42983
1736440706.8818285,Right,36.68038
1736440706.98529,Left,34.43373
1736440706.9853907,Right,34.32833
1736440707.0874212,Left,33.85913
1736440707.0874212,Right,34.06846
1736440707.1908422,Left,34.30413
1736440707.1908422,Right,36.01192
1736440707.293539,Left,35.00983
1736440707.293539,Right,38.39666
1736440707.395995,Left,35.92943
1736440707.395995,Right,39.59037
1736440707.4988117,Left,37.30113
1736440707.500677,Right,37.66217
1736440707.601851,Left,37.68507
1736440707.601851,Right,37.95919
1736440707.7047677,Left,36.90255
1736440707.7047677,Right,39.08326
1736440707.8071887,Left,35.66814
1736440707.8071887,Right,40.09584
1736440707.9096735,Left,35.57681
1736440707.9096735,Right,40.19456
1736440708.0120363,Left,34.80028
1736440708.0120363,Right,39.0129
1736440708.1144235,Left,33.07564
1736440708.1144235,Right,37.11896
1736440708.2168343,Left,30.86818
1736440708.2168343,Right,35.59502
1736440708.319909,Left,28.78616
1736440708.3221464,Right,33.92329
1736440708.4244235,Left,31.16131
1736440708.4244235,Right,33.25608
1736440708.526017,Left,33.26513
1736440708.526017,Right,35.20714
1736440708.629837,Left,32.54329
1736440708.6323404,Right,38.21061
1736440708.732916,Left,33.83414
1736440708.732916,Right,41.69623
1736440708.835322,Left,37.21384
1736440708.8366098,Right,40.99089
1736440708.9379747,Left,41.68201
1736440708.9379747,Right,40.55041
1736440709.04099,Left,45.17725
1736440709.04099,Right,41.03596
1736440709.143063,Left,49.70909
1736440709.143063,Right,41.01199
1736440709.2463322,Left,50.7747
1736440709.2463322,Right,39.2
1736440709.3493304,Left,46.84878
1736440709.3517444,Right,37.51287
1736440709.4524357,Left,44.55305
1736440709.4524357,Right,37.36364
1736440709.555699,Left,43.66599
1736440709.555699,Right,39.08935
1736440709.657898,Left,41.72074
1736440709.657898,Right,40.67428
1736440709.7613056,Left,38.96316
1736440709.7613056,Right,40.99849
1736440709.863132,Left,35.6906
1736440709.8646526,Right,38.95014
1736440709.9664602,Left,33.8441
1736440709.9664602,Right,32.86584
1736440710.0700452,Left,33.62244
1736440710.0700452,Right,32.73351
1736440710.172314,Left,32.33088
1736440710.172314,Right,32.63007
1736440710.2747424,Left,31.5222
1736440710.2757607,Right,32.86551
1736440710.377813,Left,33.33401
1736440710.377813,Right,35.44264
1736440710.481138,Left,34.51836
1736440710.481138,Right,37.93606
1736440710.5835407,Left,33.76338
1736440710.5835407,Right,41.04271
1736440710.6860116,Left,33.37834
1736440710.6860116,Right,42.08732
1736440710.7891479,Left,33.50019
